Distrito,Municipio,Freguesia (Simpli),DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,Edifícios Clássicos Total,Edifícios Clássicos com 1 ou 2 Alojamentos,Edifícios Clássicos com 3 ou Mais Alojamentos,Edifícios Exclusivamente Residenciais,Edifícios com 1 ou 2 Pisos,Edifícios com 3 ou Mais Pisos,Edifícios Construídos Antes de 1945,Edifícios Construídos Entre 1946 e 1980,Edifícios Construídos Entre 1981 e 2000,Edifícios Construídos Entre 2001 e 2010,Edifícios Construídos Entre 2011 e 2021,Edifícios com Necessidade de Reparação,Alojamentos Total,Alojamentos Familiares,Alojamentos Familiares Habituais,Alojamentos Familiares Vagos ou Secundários,Alojamentos Habituais Acessíveis a Cadeiras de Rodas,Alojamentos Habituais com Estacionamento,Alojamentos Habituais Propriedade dos Ocupantes,Alojamentos Habituais Arrendados,Agregados Domésticos Privados Total,Agregados Domésticos de 1 ou 2 Pessoas,Agregados Domésticos de 3 ou Mais Pessoas,Núcleos Familiares Total,Núcleos Familiares com Filhos,Indivíduos Total,Indivíduos Masculinos,Indivíduos Femininos,Indivíduos de 0 a 14 Anos,Indivíduos de 15 a 24 Anos,Indivíduos de 25 a 64 Anos,Indivíduos com 65 ou Mais Anos,geom_Length,geom_Area
Coimbra,Coimbra,Cernache,603,60312,60312002,2,9,209,6031200209,33,33,0,33,32,1,3,12,12,6,0,32,34,34,28,6,12,20,22,2,28,17,11,22,8,66,36,30,4,7,38,17,2144.931810386883,244803.2658924791
Coimbra,Coimbra,"Taveiro, Ameal e Arzila",603,60337,60337001,1,1,101,6033700101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7127.84364913121,2045863.780942821
Coimbra,Montemor-o-Velho,Montemor-o-Velho e Gatões,610,61016,61016003,3,9,309,6101600309,5,5,0,5,4,1,0,1,4,0,0,1,5,5,4,1,3,3,4,0,4,3,1,4,1,9,4,5,0,1,5,3,1588.640292599786,145476.4527517397
Coimbra,Coimbra,Cernache,603,60312,60312003,3,6,306,6031200306,13,13,0,13,12,1,4,7,2,0,0,4,13,13,6,7,2,2,4,2,6,6,0,5,0,11,4,7,0,1,4,6,477.8977670645831,13029.9017449901
Coimbra,Montemor-o-Velho,Ereira,610,61014,61014001,1,12,112,6101400112,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,2,5,7,5,24,14,10,8,7,9,0,5472.068904401103,256372.9941796114
Coimbra,Condeixa-a-Nova,Anobra,610,61008,61008001,1,6,106,6100800106,3,3,0,3,3,0,0,2,1,0,0,1,3,3,1,2,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,2566.265294331746,231972.0494283392
Coimbra,Coimbra,São Martinho de Árvore e Lamarosa,603,60337,60337001,1,24,124,6033700124,42,42,0,42,40,2,2,19,12,9,0,4,44,44,36,8,24,29,34,1,36,19,17,27,14,88,45,43,12,8,37,31,2563.312947257774,236819.7494802671
Coimbra,Coimbra,"Taveiro, Ameal e Arzila",603,60340,60340002,2,6,206,6034000206,21,21,0,21,21,0,3,11,5,2,0,8,22,22,18,4,6,10,17,0,18,11,7,17,4,45,23,22,3,3,20,19,1338.045643667108,93534.35468162304
Coimbra,Soure,Gesteira e Brunhós,610,61015,61015001,1,27,127,6101500127,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8966.395493734093,2963657.390355321
Coimbra,Montemor-o-Velho,Montemor-o-Velho e Gatões,610,61016,61016002,2,14,214,6101600214,26,26,0,26,26,0,1,1,19,4,1,20,27,27,25,2,13,21,21,3,25,9,16,21,12,70,30,40,10,7,39,14,2594.453887820862,326945.2658904354
Coimbra,Condeixa-a-Nova,Ega,604,60406,60406002,2,13,213,6040600213,17,17,0,17,17,0,1,8,5,3,0,12,17,17,12,5,6,9,12,0,12,9,3,7,3,27,13,14,4,3,12,8,1889.304709460202,164098.9968966786
Coimbra,Montemor-o-Velho,Ereira,610,61016,61016001,1,6,106,6101600106,8,8,0,8,8,0,1,3,4,0,0,2,9,9,7,2,1,3,4,3,7,5,2,5,2,15,8,7,3,0,9,3,3319.220502992538,245845.4726185623
Coimbra,Coimbra,São Martinho de Árvore e Lamarosa,603,60337,60337001,1,6,106,6033700106,20,20,0,20,20,0,0,11,8,1,0,3,21,21,16,5,14,12,14,2,16,8,8,16,4,43,20,23,5,1,23,14,1330.932761730778,78986.62664796213
Coimbra,Montemor-o-Velho,Liceia,610,61005,61005001,1,6,106,6100500106,11,11,0,11,11,0,0,8,2,1,0,7,11,11,9,2,1,6,8,0,9,4,5,9,6,32,14,18,5,4,15,8,2203.896288268818,203998.6352908011
Coimbra,Montemor-o-Velho,Montemor-o-Velho e Gatões,610,61005,61005001,1,7,107,6100500107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6689.100051503682,999196.5137292399
Coimbra,Montemor-o-Velho,Liceia,610,61005,61005001,1,8,108,6100500108,9,9,0,9,9,0,0,7,0,1,1,7,9,9,7,2,7,7,7,0,7,5,2,5,1,15,5,10,2,0,9,4,3218.141732144281,594607.9955995068
Coimbra,Montemor-o-Velho,Liceia,610,61005,61005001,1,29,129,6100500129,13,13,0,13,13,0,0,3,5,4,1,7,14,14,11,3,5,9,11,0,11,6,5,9,5,29,16,13,5,2,18,4,1700.740701225744,162631.2761818382
Coimbra,Montemor-o-Velho,Liceia,610,61005,61005001,1,30,130,6100500130,10,10,0,10,10,0,1,4,4,1,0,5,10,10,7,3,6,6,7,0,7,4,3,4,3,16,6,10,2,3,7,4,2262.280862586911,277596.9977624001
Coimbra,Montemor-o-Velho,Seixo de Gatões,610,61005,61005001,1,31,131,6100500131,3,3,0,3,3,0,1,2,0,0,0,3,3,3,1,2,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,4593.39197406565,1057006.83789101
Coimbra,Montemor-o-Velho,Liceia,610,61005,61005001,1,32,132,6100500132,13,13,0,13,13,0,4,6,3,0,0,9,13,13,11,2,8,9,11,0,11,7,4,11,2,27,16,11,0,2,16,9,1492.623538031472,98703.61176586561
Coimbra,Montemor-o-Velho,Seixo de Gatões,610,61010,61010001,1,35,135,6101000135,26,26,0,26,26,0,4,14,5,2,1,8,28,28,20,8,11,12,15,1,20,11,9,17,7,53,24,29,10,2,32,9,2925.750145426749,439615.2921588999
Coimbra,Montemor-o-Velho,Liceia,610,61005,61005001,1,17,117,6100500117,14,14,0,14,14,0,1,10,3,0,0,6,14,14,10,4,9,10,10,0,10,5,5,11,2,26,11,15,0,3,13,10,1425.083355042579,83872.62683362374
Coimbra,Montemor-o-Velho,Liceia,610,61005,61005001,1,18,118,6100500118,5,5,0,5,5,0,0,5,0,0,0,5,5,5,5,0,4,5,5,0,5,4,1,2,1,8,4,4,1,0,4,3,2424.67825777744,357098.1059244947
Coimbra,Montemor-o-Velho,Seixo de Gatões,610,61005,61005001,1,19,119,6100500119,5,5,0,5,5,0,0,4,1,0,0,4,5,5,4,1,1,2,4,0,4,4,0,1,0,5,1,4,0,0,0,5,5819.779307330545,1011756.051436486
Coimbra,Montemor-o-Velho,Liceia,610,61005,61005001,1,20,120,6100500120,23,23,0,23,23,0,1,14,8,0,0,14,23,23,18,5,12,16,16,0,18,8,10,17,7,49,20,29,6,3,26,14,1976.414233011516,166675.9385886588
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,24,124,6052100124,9,9,0,9,9,0,0,8,0,1,0,0,9,9,6,3,5,4,6,0,6,3,3,6,0,15,8,7,0,0,8,7,1088.648345775483,71648.06813936363
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,25,125,6052100125,6,6,0,6,6,0,0,3,1,1,1,2,6,6,6,0,4,5,5,0,6,3,3,4,3,14,8,6,0,3,7,4,2584.122334840055,299268.6881304993
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60515,60515002,2,3,203,6051500203,17,16,0,17,17,0,0,8,4,4,1,0,17,16,10,6,8,10,9,0,10,5,5,9,3,49,16,33,3,1,14,31,2494.514205060409,317991.5836894183
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60518,60518001,1,41,141,6051800141,19,19,0,19,19,0,1,7,9,2,0,16,19,19,12,7,3,6,9,3,12,7,5,10,2,29,13,16,2,2,15,10,2013.302481142952,193111.0133596575
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60518,60518001,1,42,142,6051800142,12,12,0,12,12,0,0,1,11,0,0,9,12,12,6,6,3,5,5,0,6,4,2,6,0,14,5,9,0,0,9,5,2398.255339585735,277819.8893564097
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60515,60515002,2,4,204,6051500204,30,30,0,30,30,0,1,9,14,6,0,6,31,31,16,15,10,12,15,0,16,11,5,11,5,36,15,21,4,3,21,8,3041.057738477342,482401.3925296368
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60518,60518001,1,43,143,6051800143,13,13,0,13,13,0,0,6,4,3,0,12,13,13,5,8,3,2,5,0,5,3,2,2,2,12,7,5,3,1,3,5,2125.326917816952,164716.2367360314
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60521,60521001,1,26,126,6052100126,18,18,0,18,17,1,0,13,2,3,0,0,18,18,12,6,6,11,11,0,12,7,5,10,4,28,11,17,1,3,17,7,3314.167689429918,465361.3779027837
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60515,60515002,2,5,205,6051500205,4,4,0,4,4,0,0,2,1,1,0,0,5,5,5,0,3,4,4,0,5,2,3,4,2,13,5,8,1,2,7,3,2716.064307366123,244195.152934756
Coimbra,Montemor-o-Velho,Liceia,605,60521,60521001,1,27,127,6052100127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6508.911857903591,1365003.566029446
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,28,128,6052100128,6,6,0,6,6,0,0,5,1,0,0,1,6,6,5,1,2,2,4,0,5,3,2,3,0,11,6,5,0,1,4,6,1053.421517430572,39731.35096037171
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,29,129,6052100129,42,42,0,42,41,1,0,39,3,0,0,4,45,45,36,9,26,29,34,0,36,22,14,31,6,86,40,46,6,4,33,43,2415.489591920912,306880.383808081
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60518,60518001,1,44,144,6051800144,13,13,0,13,13,0,1,6,5,1,0,10,14,14,10,4,4,8,10,0,10,6,4,7,3,21,8,13,2,1,14,4,2213.279540415652,172128.642940914
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515002,2,6,206,6051500206,24,24,0,24,24,0,2,11,7,4,0,9,24,24,13,11,7,12,12,0,13,9,4,13,3,31,12,19,1,4,8,18,2503.452921120176,239649.914951053
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60518,60518001,1,45,145,6051800145,3,3,0,3,3,0,0,2,0,1,0,3,3,3,3,0,3,3,2,1,3,2,1,2,0,6,2,4,0,0,4,2,1047.753045446223,46556.28204268777
Coimbra,Figueira da Foz,Quiaios,605,60524,60524002,2,37,237,6052400237,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14031.45783285793,10994552.6590157
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60518,60518001,1,46,146,6051800146,3,3,0,3,3,0,0,0,3,0,0,3,3,3,2,1,1,2,2,0,2,0,2,2,1,7,3,4,1,1,4,1,2418.825640703704,231007.9914054209
Coimbra,Montemor-o-Velho,Liceia,610,61005,61005001,1,9,109,6100500109,18,18,0,18,18,0,0,8,8,1,1,10,18,18,16,2,10,15,15,0,16,8,8,14,4,42,19,23,1,7,23,11,1789.731201924219,139672.2159737554
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,56,156,6052100156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2903.447440233705,411596.0616465143
Coimbra,Montemor-o-Velho,Liceia,605,60521,60521001,1,57,157,6052100157,4,4,0,4,4,0,0,2,2,0,0,0,4,4,3,1,2,2,3,0,3,1,2,5,3,14,6,8,1,2,8,3,3062.342089694077,398034.9566242448
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515001,1,9,109,6051500109,19,19,0,19,19,0,1,11,7,0,0,4,20,20,14,6,11,11,14,0,14,7,7,14,5,38,20,18,2,5,22,9,1916.644316913525,192893.0612109197
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515001,1,10,110,6051500110,14,14,0,14,13,1,0,8,6,0,0,2,15,15,8,7,7,8,8,0,8,8,0,8,0,16,8,8,0,0,5,11,879.1138535640217,37720.16182598218
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,53,153,6052100153,4,4,0,4,4,0,1,1,2,0,0,0,4,4,2,2,2,1,2,0,2,2,0,2,0,4,1,3,0,0,3,1,1824.802053293401,171825.2944924423
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515001,1,12,112,6051500112,18,18,0,18,18,0,3,7,6,2,0,6,18,18,10,8,8,6,7,1,10,7,3,5,0,18,6,12,0,0,8,10,828.7196003784921,25087.17407892437
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515001,1,13,113,6051500113,26,26,0,26,26,0,0,17,7,2,0,9,28,28,20,8,14,17,16,2,20,13,7,13,5,44,17,27,5,3,19,17,1202.218189400098,79680.98092260516
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,54,154,6052100154,2,2,0,2,2,0,0,2,0,0,0,0,2,2,1,1,0,0,1,0,1,1,0,1,0,2,1,1,0,0,1,1,2909.274626113095,201974.4218373955
Coimbra,Montemor-o-Velho,Liceia,605,60521,60521001,1,55,155,6052100155,7,7,0,7,6,1,1,2,2,2,0,0,7,7,7,0,3,3,7,0,7,3,4,7,2,20,9,11,1,1,13,5,2865.714819185731,243879.6451552056
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,47,147,6052100147,4,4,0,4,4,0,0,0,2,1,1,0,4,4,4,0,4,4,4,0,4,1,3,4,3,15,9,6,5,0,8,2,1608.899948500644,93661.2393518979
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515001,1,4,104,6051500104,17,17,0,17,17,0,2,9,4,2,0,6,18,18,13,5,9,12,13,0,13,9,4,11,4,31,15,16,3,3,17,8,1483.298414322548,133613.808370054
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515001,1,5,105,6051500105,23,23,0,23,23,0,3,11,5,4,0,6,26,26,20,6,13,17,17,0,20,9,11,21,9,60,29,31,5,6,38,11,2640.969793490983,405221.4737019797
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515001,1,6,106,6051500106,42,42,0,42,42,0,1,18,10,13,0,4,46,46,32,14,24,23,31,0,32,17,15,31,11,84,36,48,9,8,45,22,3014.876679427747,362441.1004987753
Coimbra,Montemor-o-Velho,Liceia,605,60521,60521001,1,48,148,6052100148,11,11,0,11,10,1,0,8,3,0,0,1,11,11,8,3,5,5,8,0,8,4,4,4,2,19,9,10,1,2,7,9,2164.518845335088,146107.7649640169
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515001,1,7,107,6051500107,14,14,0,14,14,0,3,9,2,0,0,1,14,14,6,8,6,5,6,0,6,6,0,1,0,8,3,5,0,0,3,5,2945.150226976828,288259.8301437294
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,49,149,6052100149,10,10,0,10,10,0,0,7,3,0,0,0,11,11,9,2,7,6,9,0,9,5,4,6,3,24,16,8,2,2,12,8,1228.643318542294,80507.11632080258
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,50,150,6052100150,7,7,0,7,7,0,1,4,2,0,0,0,8,8,7,1,4,4,6,0,7,4,3,6,2,19,6,13,1,1,11,6,732.7531862101075,33380.63903412996
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,51,151,6052100151,3,3,0,3,3,0,0,1,1,1,0,0,3,3,3,0,2,2,3,0,3,1,2,3,1,8,4,4,0,1,6,1,1084.345233923704,61033.72342720965
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,52,152,6052100152,6,6,0,6,6,0,0,2,3,0,1,0,6,6,6,0,4,6,6,0,6,1,5,6,5,18,8,10,4,2,9,3,1255.204984576485,86069.47862270902
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515001,1,8,108,6051500108,15,15,0,15,15,0,1,10,3,1,0,4,18,18,12,6,8,11,11,0,12,9,3,10,1,27,15,12,1,3,6,17,1224.436345870524,85425.69094827457
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60515,60515002,2,7,207,6051500207,15,15,0,15,15,0,0,11,2,2,0,5,16,16,12,4,10,6,9,0,12,7,5,8,4,31,18,13,5,2,13,11,2408.869434872582,221141.7652699084
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515002,2,8,208,6051500208,17,17,0,17,17,0,4,4,6,2,1,6,19,19,16,3,12,14,12,0,16,10,6,15,6,40,19,21,7,1,22,10,2990.626471664427,395297.7563703877
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,30,130,6052100130,14,14,0,14,14,0,1,9,3,1,0,0,15,15,11,4,8,10,11,0,11,7,4,11,4,31,16,15,3,3,12,13,1615.82167761976,149379.3391641568
Coimbra,Montemor-o-Velho,Liceia,605,60521,60521001,1,31,131,6052100131,5,5,0,5,5,0,0,4,1,0,0,0,5,5,3,2,3,2,2,0,3,1,2,2,1,8,2,6,0,1,6,1,1140.056848993884,43220.51383418271
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60521,60521001,1,32,132,6052100132,17,17,0,17,17,0,1,13,1,2,0,1,17,17,13,4,7,7,12,0,13,8,5,11,5,35,17,18,5,3,15,12,1841.51888336549,199281.773854351
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,33,133,6052100133,31,30,1,31,31,0,1,22,2,5,1,4,34,34,22,12,13,18,21,0,22,14,8,15,6,49,21,28,3,6,25,15,1537.123479603227,137821.8253621901
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515002,2,9,209,6051500209,14,14,0,14,14,0,1,5,5,1,2,3,14,14,9,5,6,5,9,0,9,7,2,6,2,19,9,10,1,4,9,5,1628.249808576959,146053.304763194
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515002,2,10,210,6051500210,13,13,0,13,13,0,2,6,3,2,0,4,13,13,8,5,6,4,8,0,8,4,4,7,3,20,12,8,0,4,10,6,932.666808050645,24186.04195127397
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515002,2,11,211,6051500211,29,29,0,29,29,0,2,14,8,5,0,13,29,29,18,11,15,14,17,0,18,11,7,14,6,44,22,22,2,8,18,16,3000.747865936212,476296.4335128985
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60515,60515002,2,12,212,6051500212,33,32,1,33,32,1,5,15,8,5,0,8,35,35,22,13,9,14,20,0,22,15,7,14,4,48,23,25,3,3,25,17,2926.446836761884,429489.8189126025
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,34,134,6052100134,7,7,0,7,7,0,1,3,2,1,0,0,7,7,5,2,3,4,5,0,5,3,2,3,0,10,3,7,0,0,3,7,745.8917509220327,21585.50773169055
Coimbra,Figueira da Foz,Quiaios,605,60524,60524004,4,17,417,6052400417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16132.31632841782,11377770.05333764
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,35,135,6052100135,12,12,0,12,11,1,0,8,4,0,0,1,12,12,9,3,5,7,9,0,9,5,4,8,1,23,11,12,1,1,10,11,1089.821614959143,56850.52652355552
Coimbra,Montemor-o-Velho,Liceia,610,61005,61005001,1,14,114,6100500114,8,8,0,8,8,0,0,5,3,0,0,3,8,8,8,0,5,7,8,0,8,6,2,7,2,20,7,13,1,1,8,10,1049.684620709821,67344.71311457221
Coimbra,Montemor-o-Velho,Liceia,610,61005,61005001,1,15,115,6100500115,18,18,0,18,18,0,1,13,2,0,2,14,18,18,12,6,8,9,11,0,12,8,4,11,2,29,14,15,2,0,15,12,1375.5172052993,96197.87775191892
Coimbra,Montemor-o-Velho,Liceia,610,61005,61005001,1,16,116,6100500116,9,9,0,9,9,0,0,3,2,3,1,5,9,9,7,2,4,7,6,0,7,1,6,7,6,27,15,12,6,7,14,0,1695.057451223043,124706.2922067512
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515002,2,17,217,6051500217,10,10,0,10,10,0,1,2,2,4,1,4,10,10,6,4,5,4,6,0,6,3,3,4,4,17,9,8,4,1,11,1,1723.664012299585,152200.245319737
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515002,2,18,218,6051500218,5,5,0,5,5,0,0,4,1,0,0,3,5,5,2,3,1,2,0,0,2,1,1,0,0,4,3,1,0,0,3,1,1855.878434264663,193583.1663873659
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515002,2,19,219,6051500219,18,18,0,18,18,0,1,8,4,5,0,2,18,18,12,6,11,10,11,0,12,5,7,8,4,31,14,17,5,1,17,8,1582.092006795987,158606.8812829671
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515002,2,20,220,6051500220,27,27,0,27,26,1,0,12,7,7,1,9,27,27,14,13,9,10,9,1,14,10,4,9,5,33,17,16,3,6,14,10,1530.487622349022,77151.033654725
Coimbra,Montemor-o-Velho,Liceia,605,60521,60521001,1,37,137,6052100137,12,12,0,12,11,1,0,8,1,3,0,0,13,13,12,1,10,11,11,0,12,7,5,9,5,27,14,13,3,3,14,7,2482.712591494684,314821.9752859095
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,38,138,6052100138,26,26,0,26,26,0,0,18,3,3,2,1,26,26,19,7,15,17,19,0,19,10,9,18,5,50,25,25,4,4,24,18,3862.22701970948,605338.615147883
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515002,2,21,221,6051500221,20,20,0,19,20,0,2,9,4,2,3,6,21,21,13,8,10,12,12,1,13,7,6,11,3,33,19,14,3,3,15,12,2419.126647542574,208001.5214554831
Coimbra,Figueira da Foz,Quiaios,605,60524,60524002,2,30,230,6052400230,15,14,1,15,15,0,1,4,9,1,0,7,17,17,10,7,8,9,7,0,10,7,3,6,3,20,9,11,2,2,13,3,1646.169084253542,111396.6685143271
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,9,109,6052100109,3,3,0,3,3,0,1,1,1,0,0,0,4,4,4,0,4,3,3,0,4,3,1,2,1,7,4,3,2,0,5,0,1582.817871857151,130070.7343059095
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60518,60518001,1,30,130,6051800130,11,11,0,11,11,0,1,7,1,2,0,8,11,11,9,2,5,7,9,0,9,4,5,8,2,25,13,12,1,2,12,10,1033.484876687819,44502.12350395365
Coimbra,Figueira da Foz,Quiaios,605,60524,60524002,2,31,231,6052400231,27,27,0,27,27,0,4,14,9,0,0,16,27,27,15,12,10,13,15,0,15,9,6,11,4,35,14,21,4,2,15,14,2025.391551803941,249056.026495138
Coimbra,Figueira da Foz,Quiaios,605,60524,60524002,2,32,232,6052400232,9,9,0,9,9,0,0,5,4,0,0,6,9,9,8,1,6,7,8,0,8,3,5,7,3,21,11,10,2,2,10,7,1282.709939762698,74833.56801666405
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,39,139,6052100139,10,10,0,10,10,0,0,3,3,4,0,0,12,12,10,2,9,8,9,0,10,7,3,6,2,20,10,10,3,0,9,8,1601.96145623062,108874.3504218046
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515002,2,22,222,6051500222,33,33,0,33,33,0,4,11,13,4,1,5,33,33,19,14,9,17,18,0,19,9,10,17,5,52,27,25,3,4,32,13,2635.578638824278,387975.016555121
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515001,1,16,116,6051500116,18,17,1,18,18,0,1,7,6,2,2,0,22,22,16,6,14,12,13,2,16,9,7,12,6,38,21,17,5,4,19,10,2881.800827283858,262743.4119626675
Coimbra,Soure,Vinha da Rainha,615,61512,61512002,2,29,229,6151200229,7,7,0,7,7,0,0,4,1,1,1,4,7,7,4,3,4,3,3,0,4,2,2,4,2,10,6,4,0,2,4,4,3090.728542635644,274274.5790657102
Coimbra,Soure,Samuel,615,61508,61508001,1,17,117,6150800117,20,20,0,20,20,0,2,10,5,3,0,13,20,20,11,9,9,10,10,1,11,5,6,11,5,33,14,19,5,7,14,7,1674.963519515511,95072.07833660908
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60518,60518001,1,22,122,6051800122,43,43,0,43,43,0,3,22,11,6,1,35,46,46,27,18,15,21,26,0,28,17,11,22,8,66,30,36,7,6,34,19,2805.005702614178,318933.518865608
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,5,105,6052100105,7,7,0,7,6,1,0,4,2,1,0,1,7,7,5,2,3,4,5,0,5,3,2,3,1,11,6,5,0,2,6,3,628.8783152167699,17664.02616591025
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60518,60518001,1,23,123,6051800123,13,13,0,13,13,0,0,3,9,1,0,8,13,13,9,4,3,9,9,0,9,4,5,9,4,26,14,12,3,3,16,4,1373.097895600574,97408.28717704896
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60518,60518001,1,24,124,6051800124,13,13,0,13,13,0,0,4,5,4,0,11,14,14,10,4,8,8,9,0,10,5,5,8,4,26,15,11,4,2,12,8,2136.080411817823,231325.257169682
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60518,60518001,1,25,125,6051800125,11,11,0,11,11,0,0,5,5,1,0,7,11,11,7,4,2,4,7,0,7,6,1,6,1,14,7,7,0,1,7,6,1635.824275111363,125236.9618354533
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,6,106,6052100106,8,8,0,8,8,0,1,5,0,1,1,2,8,8,5,3,5,3,5,0,5,2,3,5,1,14,7,7,2,1,7,4,982.8927384640635,32502.4947753678
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60524,60524002,2,29,229,6052400229,26,26,0,26,26,0,5,8,10,3,0,13,26,26,13,13,7,9,11,0,13,8,5,10,2,31,16,15,4,0,20,7,3229.728636384668,468649.289169147
Coimbra,Figueira da Foz,Moinhos da Gândara,605,60518,60518001,1,26,126,6051800126,13,13,0,13,13,0,0,6,6,1,0,10,13,13,8,5,7,7,8,0,8,5,3,8,2,23,12,11,0,3,14,6,967.3399808876682,47361.53501191067
Coimbra,Figueira da Foz,Ferreira-a-Nova,605,60521,60521001,1,36,136,6052100136,25,25,0,25,25,0,0,15,10,0,0,1,26,26,18,8,10,12,16,0,18,15,3,16,3,41,22,19,2,2,21,16,1313.447777621042,95553.01838401165
Coimbra,Figueira da Foz,Bom Sucesso,605,60515,60515002,2,14,214,6051500214,9,9,0,9,9,0,0,6,2,1,0,1,9,9,3,6,2,3,3,0,3,0,3,3,1,10,5,5,0,1,6,3,788.7636118889527,22638.03339739372
Coimbra,Figueira da Foz,Quiaios,605,60515,60515002,2,15,215,6051500215,25,25,0,25,25,0,1,15,4,4,1,8,25,25,14,11,14,11,13,0,14,7,7,13,5,36,22,14,2,4,21,9,5233.184597592224,1143717.733484444
